School,G,W,L,W-LPct,SRS,SOS,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TSPct,TRBPct,ASTPct,STLPct,BLKPct,eFGPct,TOVPct,ORBPct,FT/FGA,Season,TeamID
tennessee-martin,31,12,19,0.387,-10.81,-4.19,2356,2486,71.2,105.9,0.276,0.379,0.544,48.6,51.6,10,7.9,0.511,16.2,31.3,0.208,2019,1404
tennessee state,30,9,21,0.3,-11.51,-3.04,2182,2332,73.1,98.6,0.361,0.412,0.536,50,45.5,9.9,7.5,0.501,19.6,29.3,0.253,2019,1398
tennessee tech,31,8,23,0.258,-14.57,-2.81,2104,2350,72.9,92.4,0.362,0.348,0.503,48.3,52.4,9.9,11.1,0.476,19.8,28.4,0.228,2019,1399
tennessee,31,27,4,0.871,23.15,9.45,2552,2096,69.8,116.6,0.337,0.32,0.589,52.7,61.7,8.5,15.2,0.555,13.8,31.5,0.257,2019,1397
texas a&m-corpus christi,32,14,18,0.438,-8.56,-5.13,2126,2124,67.3,97.9,0.3,0.344,0.516,52.6,54.7,9.1,9,0.485,18.1,31.4,0.209,2019,1394
texas a&m,31,14,17,0.452,8.23,8.81,2199,2217,69.5,102,0.34,0.36,0.528,51.1,46.6,9.7,12.9,0.495,17.2,33.1,0.236,2019,1401
texas-arlington,31,16,15,0.516,-0.25,1.18,2153,2172,68.8,99,0.353,0.404,0.518,51.6,54.3,9.2,8.1,0.474,17.5,31.2,0.261,2019,1426
texas christian,32,20,12,0.625,13.67,9.39,2384,2247,69.6,105.3,0.316,0.374,0.55,51.7,60.5,10,11.5,0.524,16.7,31.3,0.217,2019,1395
texas-el paso,29,8,21,0.276,-7.81,-1.3,1859,2001,70,90.7,0.364,0.39,0.498,50.4,48,6.6,7.8,0.463,20,27.2,0.241,2019,1431
texas-rio grande valley,33,18,15,0.545,-1.55,-1.06,2318,2307,71.6,97.3,0.438,0.292,0.504,46.1,56.6,13.1,8,0.457,15.6,26.8,0.302,2019,1410
texas-san antonio,31,17,14,0.548,1.48,0.48,2405,2322,74.1,103.4,0.258,0.41,0.533,49.4,46.1,9,7.1,0.504,14.7,25.8,0.19,2019,1427
texas southern,32,20,12,0.625,-6.32,-7.12,2553,2487,76.1,104.4,0.417,0.374,0.538,50.4,55.8,10.5,7.4,0.506,16.9,31.4,0.279,2019,1411
texas state,31,23,8,0.742,2.61,-2.64,2264,1991,68.2,106.2,0.347,0.383,0.543,54.2,57,9.8,7,0.516,16.4,33.2,0.233,2019,1402
texas tech,31,26,5,0.839,22.11,7.7,2265,1818,67.5,107.8,0.336,0.356,0.569,51.9,51.7,10.5,15.4,0.538,16.1,28.8,0.243,2019,1403
texas,31,16,15,0.516,15.83,11.7,2207,2079,66.2,106.8,0.298,0.432,0.539,49.5,50.8,9,11.6,0.509,14.4,29.2,0.213,2019,1400
toledo,31,25,6,0.806,9.36,0.76,2397,2098,70,109.6,0.27,0.427,0.567,53.1,60.6,7.4,11.6,0.535,15.4,28.8,0.209,2019,1405
towson,32,10,22,0.313,-7.87,-3,2170,2294,64.5,102.7,0.285,0.296,0.514,53.6,39.3,7.3,9.7,0.484,15.6,34.6,0.199,2019,1406
troy,30,12,18,0.4,-5.75,-0.64,2179,2242,69.6,103.6,0.32,0.41,0.55,48.8,50.7,8.1,12.3,0.518,17.1,27,0.231,2019,1407
tulane,30,4,26,0.133,-6.84,3.36,2014,2320,71.9,93.4,0.334,0.377,0.507,48.8,60.5,6.5,9.2,0.472,18.7,26.3,0.23,2019,1408
tulsa,31,18,13,0.581,4.96,3.86,2231,2197,69.9,102.2,0.444,0.372,0.553,48.5,54.4,7.8,6.9,0.516,16.3,22.3,0.308,2019,1409
ucla,32,17,15,0.531,7.61,6.86,2508,2484,73.8,105,0.384,0.356,0.542,53,51.8,8,10.7,0.52,16.4,31.1,0.242,2019,1417
utah state,31,25,6,0.806,12.42,0.62,2452,2071,70,112.2,0.356,0.379,0.577,56.1,61.7,8.9,12.3,0.541,15.3,31.5,0.266,2019,1429
utah valley,31,23,8,0.742,3.98,-1.98,2403,2182,70.3,110.2,0.402,0.377,0.593,52.8,51.8,8.4,6.6,0.561,17.1,27.1,0.291,2019,1430
utah,30,17,13,0.567,6.59,5.13,2289,2245,68.1,111.7,0.354,0.466,0.582,52.3,55,6.9,6.9,0.556,16.8,30.6,0.249,2019,1428
valparaiso,33,15,18,0.455,-2.99,-0.61,2205,2187,66.4,99.5,0.334,0.328,0.534,50.8,53.7,9.1,8.6,0.502,17.5,27,0.233,2019,1434
vanderbilt,32,9,23,0.281,4.07,8.29,2180,2315,68.9,98.5,0.406,0.422,0.522,50.1,50.4,7,10.4,0.486,17.9,28.9,0.273,2019,1435
vermont,32,26,6,0.813,4.86,-4.46,2373,2018,66.5,110.6,0.36,0.397,0.568,53.3,46.7,8.4,11.9,0.53,14.4,27.7,0.271,2019,1436
villanova,31,22,9,0.71,15.52,7.97,2314,2080,65.4,113.2,0.349,0.536,0.571,51.9,57.1,8.2,8.9,0.539,14.5,30.8,0.254,2019,1437
virginia commonwealth,31,25,6,0.806,13.25,2.93,2216,1896,69,102.7,0.358,0.414,0.54,51,55.5,11.5,12.1,0.507,17.4,31,0.25,2019,1433
vmi,32,11,21,0.344,-10.11,0.48,2433,2617,73.5,102.6,0.294,0.455,0.541,47.2,52.4,9.2,5.1,0.509,14.8,23,0.215,2019,1440
virginia tech,31,24,7,0.774,20.24,7.88,2305,1922,64.4,115,0.318,0.454,0.598,52.5,60.2,10.3,8.6,0.568,15.5,30.3,0.243,2019,1439
virginia,30,28,2,0.933,27.19,9.63,2164,1637,61.1,117.5,0.3,0.382,0.587,54.3,56.7,9.1,12.8,0.558,12.9,30.6,0.224,2019,1438
wagner,30,13,17,0.433,-12.57,-7.21,1974,2044,66.4,98.7,0.339,0.456,0.501,52,53.6,9.2,12,0.456,17.4,33.9,0.252,2019,1447
wake forest,31,11,20,0.355,2.13,9.39,2119,2344,68.8,98.6,0.376,0.353,0.496,52.2,46.1,7,7.2,0.448,16.3,33.7,0.273,2019,1448
washington state,32,11,21,0.344,-1.57,2.31,2393,2517,71.7,104.4,0.303,0.445,0.562,48.3,57.1,7.2,8.1,0.528,17.1,25.2,0.229,2019,1450
washington,31,24,7,0.774,12.52,6.17,2182,1985,67.2,104.3,0.356,0.393,0.556,48.7,46.7,13.1,16.4,0.525,17.5,30.1,0.25,2019,1449
weber state,31,17,14,0.548,-3.5,-6.02,2487,2305,73.6,108.2,0.363,0.354,0.581,49.6,41.5,7.2,9.7,0.546,14.4,20,0.271,2019,1451
west virginia,32,13,19,0.406,6.84,10.52,2334,2452,71.2,100.9,0.405,0.399,0.516,53.2,53.2,8.4,9.5,0.477,18.3,36.7,0.276,2019,1452
western carolina,32,7,25,0.219,-8.8,0.81,2304,2563,71.3,99.8,0.36,0.459,0.564,52.4,49.1,5.8,4.6,0.539,22,28.7,0.243,2019,1441
western illinois,31,10,21,0.323,-9.76,-4.9,2198,2272,69.5,101.6,0.237,0.337,0.531,48.9,39,7.6,11.4,0.505,14.6,22.7,0.173,2019,1442
western kentucky,31,18,13,0.581,3.05,1.34,2236,2183,69.2,102.6,0.363,0.319,0.544,51.3,48.4,9.9,14.1,0.505,17.3,28.3,0.265,2019,1443
western michigan,32,8,24,0.25,-5.74,2,2246,2439,70.2,98.5,0.374,0.397,0.523,51.5,48.2,6.4,6.5,0.487,18.6,30,0.258,2019,1444
wichita state,30,17,13,0.567,6.51,5.48,2117,2086,69.3,101.4,0.281,0.389,0.503,51.7,54.6,6.8,9.7,0.47,14.6,32.2,0.2,2019,1455
william & mary,31,14,17,0.452,-4.26,-1.56,2321,2385,69.2,106.1,0.325,0.415,0.567,49.9,62.9,7.2,12.4,0.546,16,24.2,0.217,2019,1456
winthrop,30,18,12,0.6,-2.73,-3.58,2499,2358,75.1,110,0.301,0.531,0.582,53.4,53.8,5.9,7.2,0.554,17.5,29.8,0.222,2019,1457
wisconsin,31,22,9,0.71,19.4,11.02,2158,1898,64.8,105.3,0.281,0.342,0.539,49.9,49,7.8,11.1,0.52,12.7,23.8,0.181,2019,1458
wofford,33,29,4,0.879,13.93,0.26,2739,2165,68.7,119.9,0.27,0.432,0.6,55,50.9,9.9,9.2,0.583,13.6,33.1,0.188,2019,1459
wright state,34,21,13,0.618,3.32,-1.18,2492,2290,67.6,108.1,0.346,0.403,0.543,52.4,55.3,9.1,6.2,0.505,14.6,31.2,0.254,2019,1460
wyoming,32,8,24,0.25,-9.21,0.73,2105,2411,70.2,93.3,0.399,0.435,0.534,44.7,48,7.8,7.9,0.492,18.6,15.6,0.288,2019,1461
xavier,31,17,14,0.548,9.64,8.22,2242,2198,67.1,107,0.339,0.379,0.561,53.1,56,8.1,10.9,0.535,17.4,31.9,0.234,2019,1462
yale,27,20,7,0.741,5.47,-1.57,2173,1961,72.8,109,0.305,0.351,0.584,53.4,58.3,8,11.2,0.559,16.5,26.3,0.218,2019,1463
youngstown state,32,12,20,0.375,-7.55,-1.81,2415,2526,70.6,104.8,0.245,0.434,0.525,51.5,51.1,9.1,9.9,0.5,15.5,33.7,0.172,2019,1464
abilene christian,27,23,4,0.852,6.1,-8.46,2096,1634,72.5,107,0.351,0.372,0.552,51.8,65.6,13.7,9.2,0,0,0,0,2021,1101
air force,25,5,20,0.2,-13.03,0.17,1468,1798,63.9,91.9,0.309,0.45,0.547,40.1,59,11.1,8,0,0,0,0,2021,1102
akron,23,15,8,0.652,2.79,-1.02,1798,1660,70.1,110.2,0.303,0.461,0.555,51.7,48.6,6.9,8.9,0,0,0,0,2021,1103
alabama a&m,15,6,9,0.4,-19.25,-15.38,950,1008,70.1,88.9,0.318,0.329,0.475,49.8,47.6,7.7,9.1,0,0,0,0,2021,1105
alabama-birmingham,29,22,7,0.759,5.86,-3.77,2105,1748,68.9,105.3,0.314,0.272,0.524,51.7,39.1,11.6,12.1,0,0,0,0,2021,1412
alabama state,18,4,14,0.222,-24.74,-17.41,1156,1288,72.4,88.8,0.427,0.347,0.476,49.1,45.7,8.4,6.1,0,0,0,0,2021,1106
alabama,29,23,6,0.793,20.31,10.2,2307,2014,75.3,105.6,0.295,0.471,0.544,50.9,51.2,11.7,10.4,0,0,0,0,2021,1104
albany (ny),16,7,9,0.438,-3.7,-4.39,1110,1099,69.7,99.6,0.341,0.343,0.541,47.9,47.3,8.8,5.1,0,0,0,0,2021,1107
alcorn state,19,6,13,0.316,-20,-10.48,1256,1437,71.3,92.8,0.34,0.34,0.488,47.8,40.7,10.6,5,0,0,0,0,2021,1108
american,10,4,6,0.4,-2.6,1.9,691,736,67.5,97.5,0.268,0.427,0.55,48.2,51.6,10.3,11.4,0,0,0,0,2021,1110
appalachian state,28,17,11,0.607,-5.3,-5.22,1986,1806,66.7,104.1,0.343,0.431,0.525,50.6,49.4,11.8,9.8,0,0,0,0,2021,1111
arizona state,25,11,14,0.44,5.39,8.15,1858,1927,72.6,101.4,0.333,0.354,0.53,44.6,49.8,9.9,8.8,0,0,0,0,2021,1113
arizona,26,17,9,0.654,12.71,5.86,1961,1783,68.4,109.2,0.418,0.314,0.548,55.1,60.4,8.5,11.2,0,0,0,0,2021,1112
little rock,26,11,15,0.423,-6.3,-5.34,1786,1782,67.9,100.2,0.369,0.337,0.542,52.3,55.5,9.3,9.6,0,0,0,0,2021,1114
arkansas-pine bluff,25,4,21,0.16,-22.89,-8.01,1549,1921,69.5,88.2,0.386,0.295,0.483,46.7,45.8,9.1,9.9,0,0,0,0,2021,1115
arkansas state,24,11,13,0.458,-7.94,-5.85,1741,1667,69.3,104.1,0.344,0.289,0.538,52.5,55.9,9.4,7.1,0,0,0,0,2021,1117
arkansas,28,22,6,0.786,18.08,6.37,2307,1979,75.3,108.9,0.327,0.358,0.55,52.8,50.8,10.7,13.5,0,0,0,0,2021,1116
army,21,12,9,0.571,4.86,4.96,1511,1452,69.9,102.3,0.282,0.41,0.544,49.6,54,9,4.2,0,0,0,0,2021,1119
auburn,27,13,14,0.481,10.3,9.56,2084,2064,73.4,104.1,0.362,0.461,0.546,52,56.3,8.4,14.8,0,0,0,0,2021,1120
austin peay,27,14,13,0.519,-6.26,-7.82,2007,1890,69,106.6,0.286,0.354,0.546,52.1,48.7,9.7,5.9,0,0,0,0,2021,1122
ball state,23,10,13,0.435,-1.09,-0.35,1719,1736,72,102.7,0.287,0.412,0.547,49.4,51.9,7.5,6.1,0,0,0,0,2021,1123
baylor,24,22,2,0.917,23.33,5.37,2025,1594,70.2,119.5,0.27,0.392,0.593,53.2,54.8,12.7,10.3,0,0,0,0,2021,1124
bellarmine,20,13,7,0.65,-1.92,-6.2,1486,1307,65.1,114.1,0.288,0.313,0.599,51.4,56.2,11,8.1,0,0,0,0,2021,1468
belmont,30,26,4,0.867,3.91,-8.26,2439,2074,71.9,112.7,0.282,0.43,0.588,50.4,61.2,10.7,7.5,0,0,0,0,2021,1125
binghamton,18,4,14,0.222,-11.43,-4.54,1178,1302,66.2,96.9,0.232,0.454,0.511,50.2,46.3,7.4,8.3,0,0,0,0,2021,1127
boise state,26,18,8,0.692,9.58,0.82,1981,1725,70.2,108,0.35,0.382,0.558,52.3,50.2,9.4,7.9,0,0,0,0,2021,1129
boston college,20,4,16,0.2,1.71,9.86,1427,1590,71.9,98.7,0.297,0.46,0.527,47.3,46,9.9,10,0,0,0,0,2021,1130
boston university,18,7,11,0.389,1.38,5.93,1249,1331,67.8,102.4,0.286,0.38,0.532,51.2,41.9,8,7.8,0,0,0,0,2021,1131
bowling green state,25,14,11,0.56,1.05,-1.29,1963,1886,72.2,107.7,0.287,0.387,0.52,49.6,45,9.9,5.5,0,0,0,0,2021,1132
bradley,28,12,16,0.429,0.52,1.37,1948,1864,66.4,103.9,0.24,0.369,0.534,52.3,51.9,7.7,11,0,0,0,0,2021,1133
brigham young,26,20,6,0.769,14.59,5.87,2047,1780,70.5,110.1,0.274,0.396,0.582,54.8,57.4,6.6,7.2,0,0,0,0,2021,1140
brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1135
bryant,21,15,6,0.714,1.02,-5.73,1761,1571,76.7,109.4,0.351,0.396,0.581,51.5,53.7,8.9,8.7,0,0,0,0,2021,1136
bucknell,12,5,7,0.417,-3.76,-1.34,899,928,73.1,102.5,0.363,0.391,0.561,47.6,46.3,8,8.1,0,0,0,0,2021,1137
buffalo,24,16,8,0.667,7.53,-1,1961,1748,74.4,108.7,0.298,0.311,0.537,55.3,52.3,10.6,9.6,0,0,0,0,2021,1138
butler,25,10,15,0.4,5.78,10.94,1588,1717,65.1,96.1,0.294,0.398,0.5,48.8,53.8,8.4,6,0,0,0,0,2021,1139
cal poly,24,4,20,0.167,-14.97,-2.93,1477,1700,68.5,89.4,0.295,0.373,0.492,46.4,57.5,9,9.3,0,0,0,0,2021,1142
cal state bakersfield,26,15,11,0.577,-1.69,-3.94,1811,1665,65.7,105.6,0.272,0.27,0.524,56.2,53.4,9.7,10.1,0,0,0,0,2021,1167
cal state fullerton,16,6,10,0.375,-7.83,-4.56,1232,1257,72.7,105.1,0.343,0.359,0.557,47.6,50.7,9.1,5,0,0,0,0,2021,1168
cal state northridge,22,9,13,0.409,-10.19,-3.47,1586,1709,70.9,101.1,0.308,0.38,0.523,47,52.3,8.9,6.1,0,0,0,0,2021,1169
california baptist,23,13,10,0.565,-6.41,-6.2,1820,1674,71.1,110.6,0.343,0.41,0.587,53.1,63.6,7.1,6.3,0,0,0,0,2021,1465
uc-davis,18,10,8,0.556,-7.26,-5.67,1295,1289,70.7,99.8,0.369,0.309,0.54,48.9,43.4,10.4,8,0,0,0,0,2021,1413
uc-irvine,27,18,9,0.667,1.97,-2.35,1950,1712,69.2,103.4,0.293,0.241,0.53,55.4,43.8,10.8,11.6,0,0,0,0,2021,1414
uc-riverside,22,14,8,0.636,2.56,-3.99,1544,1400,66.8,103.9,0.22,0.423,0.546,52.5,53.8,7.8,6.2,0,0,0,0,2021,1415
uc-san diego,17,7,10,0.412,-8.5,-0.57,1214,1226,70.2,101,0.213,0.514,0.567,43.8,65.8,9.7,5.4,0,0,0,0,2021,0
uc-santa barbara,26,22,4,0.846,6.03,-4.3,1989,1633,67.4,112.5,0.342,0.339,0.579,54.2,59,11.1,7.4,0,0,0,0,2021,1364
university of california,29,9,20,0.31,2.5,7.35,1897,2008,66.3,98.7,0.346,0.405,0.53,49.4,52.3,6.6,6.2,0,0,0,0,2021,1143
campbell,27,17,10,0.63,-6.26,-6.78,1917,1840,65.8,106.4,0.339,0.369,0.586,46.2,55.4,9.2,6.7,0,0,0,0,2021,1144
canisius,13,7,6,0.538,-7.85,-7.08,915,925,71.5,98.4,0.316,0.416,0.506,48.6,51.4,7.8,8.9,0,0,0,0,2021,1145
central arkansas,24,5,19,0.208,-15.04,-2.17,1701,1933,74,95.8,0.321,0.337,0.532,51.1,53.1,6.8,6.8,0,0,0,0,2021,1146
central connecticut state,21,5,16,0.238,-13.04,-4.18,1439,1625,72,95.2,0.284,0.376,0.515,44.7,51.7,9.6,7.1,0,0,0,0,2021,1148
central florida,23,11,12,0.478,6.04,8.26,1546,1597,68,98.3,0.307,0.402,0.535,48.9,52.6,10,9.8,0,0,0,0,2021,1416
central michigan,23,7,16,0.304,-11.54,-3.39,1766,1835,74.9,102.5,0.369,0.326,0.53,48.3,39,10.9,7.6,0,0,0,0,2021,1141
charleston southern,21,3,18,0.143,-16.14,-5.64,1375,1550,70.2,92.8,0.302,0.428,0.509,49.5,45.2,8.7,10.2,0,0,0,0,2021,1149
charlotte,25,9,16,0.36,-5.37,-2.12,1587,1668,64.6,95.9,0.384,0.35,0.532,49.4,51.7,8.2,8.6,0,0,0,0,2021,1150
chattanooga,26,18,8,0.692,-1.09,-2.46,1888,1801,68.6,104.8,0.282,0.399,0.547,49.3,47.8,9.9,4.9,0,0,0,0,2021,1151
chicago state,9,0,9,0,-31.26,1.97,499,798,71.2,77.8,0.254,0.408,0.448,38,49.4,7.6,3.7,0,0,0,0,2021,1152
cincinnati,22,12,10,0.545,5.07,6.75,1531,1568,71.6,97.2,0.335,0.385,0.518,51.4,60.8,9.7,10.2,0,0,0,0,2021,1153
citadel,25,13,12,0.52,-5.56,-0.94,2019,1959,74.9,107.9,0.316,0.46,0.56,50.3,54.9,7.3,10.2,0,0,0,0,2021,1154
clemson,23,16,7,0.696,13.53,10.23,1502,1426,64.9,100.1,0.236,0.439,0.534,50.1,56.4,9.3,9.2,0,0,0,0,2021,1155
cleveland state,26,19,7,0.731,-4.07,-4.95,1858,1835,67.6,103.2,0.32,0.343,0.533,49.8,53.1,10.1,7.7,0,0,0,0,2021,1156
coastal carolina,23,16,7,0.696,-2.14,-8.14,1836,1535,71.8,110.5,0.319,0.394,0.562,56.7,54.6,11.7,12.7,0,0,0,0,2021,1157
colgate,14,13,1,0.929,19.7,1.63,1210,957,72.5,118.2,0.316,0.355,0.593,53.8,55.3,9.7,9.1,0,0,0,0,2021,1159
college of charleston,19,9,10,0.474,-4.09,-2.27,1341,1329,64.7,106.3,0.292,0.396,0.552,49.4,41.8,7.9,8.4,0,0,0,0,2021,1158
colorado state,24,18,6,0.75,8.59,-0.45,1791,1571,69.4,107.5,0.346,0.436,0.59,51.6,56.6,7.9,7.9,0,0,0,0,2021,1161
colorado,30,22,8,0.733,16.78,7.01,2191,1898,66.3,110.2,0.299,0.359,0.563,53.2,51.3,8,7.8,0,0,0,0,2021,1160
columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1162
connecticut,22,15,7,0.682,17.16,9.25,1596,1422,66.6,108.4,0.296,0.333,0.529,53.4,49.4,9.2,14.4,0,0,0,0,2021,1163
coppin state,22,9,13,0.409,-11.28,-4.96,1602,1741,79.3,91.8,0.438,0.494,0.515,43.7,54.1,10.8,8,0,0,0,0,2021,1164
cornell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1165
creighton,28,20,8,0.714,17.62,8.95,2155,1912,69.5,109.8,0.269,0.443,0.57,49.7,55.8,10.1,9.5,0,0,0,0,2021,1166
dartmouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1171
davidson,21,13,8,0.619,10.6,4,1518,1336,63.7,112.8,0.262,0.491,0.581,53.8,57.8,8,8.2,0,0,0,0,2021,1172
dayton,23,14,9,0.609,7.42,4.9,1614,1556,66.4,102.9,0.345,0.416,0.583,50.5,55.7,6.6,5.3,0,0,0,0,2021,1173
delaware state,19,3,16,0.158,-22.99,-5.22,1345,1629,77.1,91.2,0.302,0.416,0.497,46.5,46.2,8.3,9.4,0,0,0,0,2021,1175
delaware,15,7,8,0.467,-4.25,-4.11,1013,1012,67.8,99.6,0.375,0.405,0.542,51.6,54.2,6.8,9.6,0,0,0,0,2021,1174
denver,21,2,19,0.095,-17.2,-6.6,1466,1662,71.4,96.7,0.34,0.344,0.539,46.8,48.4,7.9,7.5,0,0,0,0,2021,1176
depaul,19,5,14,0.263,3.66,9.82,1250,1367,70.6,91.9,0.237,0.283,0.487,50.1,45.1,9.6,11,0,0,0,0,2021,1177
detroit mercy,22,12,10,0.545,-2.75,-5.29,1683,1627,68.2,111.5,0.253,0.446,0.582,49.1,52.7,9.9,7.2,0,0,0,0,2021,1178
dixie state,21,8,13,0.381,-14.96,-4.39,1461,1603,74,94,0.348,0.341,0.511,47,62.5,9.2,5.3,0,0,0,0,2021,0
drake,29,25,4,0.862,9.57,-1.62,2245,1875,66.8,114.9,0.244,0.314,0.573,53.8,46,10.6,8.4,0,0,0,0,2021,1179
drexel,19,12,7,0.632,0.25,-4.38,1358,1270,65.9,108.4,0.285,0.357,0.576,53.7,58.2,7.1,6.5,0,0,0,0,2021,1180
duke,24,13,11,0.542,14.07,9.36,1824,1711,69.1,108.8,0.234,0.386,0.555,51.3,55.9,11.8,11.8,0,0,0,0,2021,1181
duquesne,18,9,9,0.5,3.32,3.48,1205,1208,68.4,98,0.316,0.37,0.504,50.2,55,9.8,13,0,0,0,0,2021,1182
east carolina,19,8,11,0.421,1.14,3.97,1269,1291,68.9,96.3,0.331,0.328,0.501,49,67.5,8.9,9.9,0,0,0,0,2021,1187
east tennessee state,25,13,12,0.52,2.1,0.75,1736,1654,67.6,102.2,0.299,0.406,0.537,52.2,47.6,10.8,8.5,0,0,0,0,2021,1190
eastern illinois,27,9,18,0.333,-12.24,-6.72,1874,2023,70.2,97.6,0.257,0.354,0.515,48.9,50.9,10,8.8,0,0,0,0,2021,1183
eastern kentucky,29,22,7,0.759,-2.2,-7.76,2372,2137,76.1,105.6,0.255,0.4,0.544,47.5,52.9,13.3,9.2,0,0,0,0,2021,1184
eastern michigan,18,6,12,0.333,-13.31,-0.31,1267,1362,71.4,98.6,0.303,0.382,0.514,46.7,44.2,12.5,7,0,0,0,0,2021,1185
eastern washington,23,16,7,0.696,2.47,-5.44,1795,1597,71.7,108.9,0.302,0.401,0.574,50.7,54.4,6.9,7.3,0,0,0,0,2021,1186
elon,19,10,9,0.526,-4.47,-3.58,1249,1235,66.8,98.4,0.245,0.436,0.516,50.7,45.9,8.5,6.7,0,0,0,0,2021,1189
evansville,25,9,16,0.36,-4.68,0.16,1619,1740,62.4,102.3,0.254,0.49,0.556,45.6,51,7.7,6.3,0,0,0,0,2021,1191
fairfield,27,10,17,0.37,-10.7,-5.81,1668,1800,65.2,93.8,0.341,0.355,0.493,50.6,46.7,7,6.1,0,0,0,0,2021,1193
fairleigh dickinson,24,9,15,0.375,-8.37,-4.66,1801,1890,71.9,103.2,0.311,0.361,0.548,47.8,44.5,10.4,10.4,0,0,0,0,2021,1192
florida a&m,20,8,12,0.4,-11.92,-9.12,1314,1370,70.9,92.7,0.298,0.269,0.511,49.9,53,9.2,6.8,0,0,0,0,2021,1197
florida atlantic,23,13,10,0.565,-1.86,-4.75,1796,1537,70.7,109.9,0.289,0.417,0.56,55.4,51.4,10.7,7.7,0,0,0,0,2021,1194
florida gulf coast,18,10,8,0.556,-9.43,-6.93,1292,1242,72.5,99,0.241,0.443,0.515,50.9,50.9,10.3,11.2,0,0,0,0,2021,1195
florida international,26,9,17,0.346,-10.98,-3.02,1914,1985,72.8,99.7,0.244,0.509,0.535,46,56.2,11.4,10,0,0,0,0,2021,1198
florida state,22,16,6,0.727,18.01,9.42,1736,1547,70.3,110.9,0.327,0.355,0.575,53.2,51.9,10.4,14.6,0,0,0,0,2021,1199
florida,23,14,9,0.609,14.94,10.81,1701,1606,70.8,104.5,0.338,0.338,0.562,50.8,45,10.3,14.4,0,0,0,0,2021,1196
fordham,14,2,12,0.143,-10.55,4.24,725,932,64.2,80.6,0.275,0.411,0.448,43.5,59.5,9.7,7,0,0,0,0,2021,1200
fresno state,24,12,12,0.5,-3.49,0.14,1591,1618,66.9,98.6,0.376,0.387,0.524,52.4,45.1,9.8,8.7,0,0,0,0,2021,1201
furman,25,16,9,0.64,6.55,-1.13,1990,1723,70.9,111.8,0.266,0.472,0.589,51.6,57,11.5,9.5,0,0,0,0,2021,1202
gardner-webb,26,11,15,0.423,-3.27,-5.54,1837,1778,67,105.5,0.3,0.439,0.549,49.5,52.1,8.8,14.7,0,0,0,0,2021,1205
george mason,22,13,9,0.591,2.95,1.52,1569,1538,69.2,100.2,0.293,0.362,0.511,51.9,49.7,10.2,11.5,0,0,0,0,2021,1206
george washington,17,5,12,0.294,-4.62,-0.45,1158,1229,68.9,98.1,0.361,0.339,0.533,49.3,47.2,9.1,7,0,0,0,0,2021,1203
georgetown,25,13,12,0.52,11.75,11.07,1784,1767,70.2,101.2,0.303,0.388,0.533,53.4,51.7,8.4,10.4,0,0,0,0,2021,1207
georgia southern,26,13,13,0.5,-9.72,-5.77,1860,1762,68.4,101.7,0.301,0.396,0.53,51.9,46.9,11.5,11.3,0,0,0,0,2021,1204
georgia state,22,16,6,0.727,-1.2,-4.1,1767,1599,71.2,110.4,0.307,0.359,0.556,50.4,56.9,9.8,12.2,0,0,0,0,2021,1209
georgia tech,25,17,8,0.68,14.09,8.57,1888,1750,68.2,108,0.29,0.369,0.566,47.2,57.7,13.2,9.3,0,0,0,0,2021,1210
georgia,26,14,12,0.538,7.09,8.49,2014,2027,75.8,101.8,0.345,0.318,0.54,50.8,53,11.1,6.3,0,0,0,0,2021,1208
gonzaga,26,26,0,1,26.44,3.44,2395,1797,75.3,122.4,0.366,0.323,0.633,55.3,53.6,11,7.1,0,0,0,0,2021,1211
grambling,24,12,12,0.5,-14.78,-13,1617,1649,72.1,93,0.421,0.287,0.513,48.5,60,11.2,8.4,0,0,0,0,2021,1212
grand canyon,23,17,6,0.739,3.83,-5.77,1738,1405,68.3,110.6,0.322,0.358,0.574,57,57.4,7.1,9,0,0,0,0,2021,1213
green bay,25,8,17,0.32,-9.3,-4.38,1790,1913,67.7,102.7,0.273,0.339,0.526,47.6,53.7,7.9,9.3,0,0,0,0,2021,1453
hampton,25,11,14,0.44,-13.02,-8.62,1721,1831,70.1,98.2,0.286,0.388,0.527,46,47.2,8.7,16.1,0,0,0,0,2021,1214
hartford,23,15,8,0.652,-2.74,-5.35,1515,1455,66.5,99,0.286,0.425,0.533,48.9,46.6,10.5,6.1,0,0,0,0,2021,1216
harvard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1217
hawaii,21,11,10,0.524,-4.47,-4.21,1503,1452,68.4,102.8,0.311,0.377,0.542,52.7,46.1,8.1,3.8,0,0,0,0,2021,1218
high point,24,9,15,0.375,-10.15,-6.95,1600,1677,67.4,98.3,0.383,0.292,0.499,51,51.8,9.7,12.5,0,0,0,0,2021,1219
